Magnitude,Color_Index,Temperature,Class
22.483570765056164,2.199677718293001,4324.821725025618,Spiral
19.308678494144075,1.9623168414563845,4855.481329284482,Spiral
23.23844269050346,1.5298151849600872,4207.5800790000385,Spiral
27.61514928204013,1.176531611147213,4692.03847036096,Elliptical
18.829233126383322,1.849111656806795,3106.3853330462143,Irregular
18.8293152152541,1.6967426927108749,5213.293707372939,Irregular
27.896064077536955,1.9475966100138662,5001.205475362224,Spiral
23.837173645764544,1.8175859008409847,4182.911368931809,Elliptical
17.65262807032524,2.0247763576596673,5659.245668432405,Irregular
22.712800217929825,1.232382394219716,5937.570137626559,Spiral
17.682911535937688,2.158697032817163,3392.440135631026,Irregular
17.671351232148716,1.5987998023461998,4237.275221433786,Irregular
21.20981135783017,2.5376304363126327,4230.857650212702,Elliptical
10.43359877671101,1.155406090955216,4060.0968988911354,Elliptical
11.375410837434837,2.367981901582625,5829.474841931748,Irregular
17.188562353795135,1.598955391731324,4806.1738612271965,Spiral
14.93584439832788,1.1742909981927758,4735.485158689389,Elliptical
21.571236662976368,1.2580570829728392,2996.1376355932466,Irregular
15.459879622393945,1.3398263459028399,5635.418030209226,Elliptical
12.938481493323543,1.7120829732009581,3760.7416051465275,Elliptical
27.32824384460777,1.7614177440177499,5059.9326302663285,Elliptical
18.871118497567323,1.2131499980307106,5277.376937958192,Irregular
20.33764102343962,1.4878227038695087,6360.658595838651,Spiral
12.876259068932717,2.571135179305932,3691.179600880888,Spiral
17.278086377374088,2.3637715850503556,1980.4878441791748,Spiral
20.55461294854933,1.718161834837016,5183.849544753695,Elliptical
14.245032112888486,1.5190017390841002,6800.511181510854,Irregular
21.87849009172836,1.5600156633591307,6238.946352939437,Elliptical
16.996806550405974,1.8067589863652083,5209.659415274626,Spiral
18.541531251033618,0.9886037174007972,4508.363814367953,Spiral
16.991466938853016,1.3713117312883274,5807.12259663731,Irregular
29.261390922544688,0.6657079630612053,4026.4538002955314,Elliptical
19.93251387631033,1.6996115613026397,5476.357769356219,Spiral
14.711445355220498,1.8235979698513705,5505.470159166627,Irregular
24.112724560515943,1.258406768850313,6060.20990749888,Elliptical
13.895781750144888,2.2869933816450163,7759.660038911077,Elliptical
21.044317975023777,0.8871171684988294,5392.4159671787675,Spiral
10.201649380601122,0.7678125598950899,4491.036374292501,Spiral
13.359069755507846,1.612225909279986,4974.425687808006,Elliptical
20.984306179345616,2.023549151306077,3230.924095110882,Elliptical
23.692332899977053,2.3419638457289342,4305.286868910942,Spiral
20.85684140594985,1.2705578685655299,4590.717561886896,Elliptical
19.421758588058797,2.039340416715648,4475.911602065407,Spiral
18.494481522053555,1.4807457652496463,5152.354872033722,Elliptical
12.607390048162863,1.4136863500295902,4177.5800676178,Spiral
16.400778958026457,1.9418299687433362,6121.030667324471,Irregular
17.696806145201062,1.8261614392067098,5000.207064918197,Spiral
25.285611131094576,0.7118039215078753,4990.699678861386,Spiral
21.71809144784231,2.238270174862948,4672.1052834870825,Irregular
11.18479922318633,2.1900456770737255,5155.190683858979,Elliptical
21.620419846973974,1.1872186492452352,5825.098264667635,Irregular
18.074588597918417,1.6979017667187044,4132.8697842891,Spiral
16.615389998470206,1.7470150931413695,4341.883510924743,Elliptical
23.05838144420434,1.6303368829119536,4696.273971223335,Irregular
25.154997612479754,1.2248474230772899,3654.129076526785,Elliptical
24.656400595580994,1.1641883160309743,4180.742140278502,Elliptical
15.803912383886807,1.4872229645042774,4523.779126455341,Irregular
18.453938120743928,2.086364509629682,5874.3891807127275,Elliptical
21.65631715701782,1.7718000772972162,5262.561329001925,Irregular
24.877725635611796,1.314692833956947,5193.589911367544,Spiral
17.60412881077355,1.8858493553241724,5850.897962167972,Elliptical
19.071705116680914,0.07572868968496227,4862.628211600603,Spiral
14.468325129969859,2.0743828501860517,5390.46484992889,Spiral
14.018966879596647,0.6301431106109502,4896.778247067504,Elliptical
24.062629111970992,1.318779529298434,5265.362349399628,Irregular
26.781200142854114,0.9401650526869281,4417.241342388418,Elliptical
19.63994939209833,0.8526592621395471,2561.182841723571,Spiral
25.01766448946012,2.08041339368926,4865.720837813696,Spiral
21.80818012523817,1.2661493993440542,6422.74813609994,Irregular
16.77440122697438,1.673251940865358,5926.2154022415925,Elliptical
21.80697802754207,1.476539710560408,5965.397484591171,Spiral
27.690182832329846,1.7385204136115608,6236.1307218062175,Spiral
19.820869804450243,1.5384109455301276,5088.657590961438,Spiral
27.82321827907003,0.8585038879057152,5197.315707405595,Irregular
6.901274479551278,1.99813340972357,4382.34810456565,Spiral
24.10951252187612,1.2531217084193438,4683.92714397295,Spiral
20.435235341190857,0.7217090506701245,5615.771149771142,Elliptical
18.504963247670663,1.2859424195170437,6203.8844371688165,Elliptical
20.45880388267751,2.250379895317155,4860.553724319,Spiral
10.062155426995536,1.9251108710567464,4549.810735148589,Spiral
18.90164056081244,1.3256739327960705,5000.527958856597,Elliptical
21.78556285755873,1.3253711478407857,5601.206748929115,Irregular
27.38947022370758,1.3391824743913088,3556.145183866458,Irregular
17.40864890863176,2.5383739917804204,2703.8190468627618,Irregular
15.957531985534061,1.6909677261157767,4449.463150508416,Irregular
17.491214782077318,1.7150208235955349,3779.2875740858417,Irregular
24.57701058851037,2.015141727015921,4491.859802352689,Irregular
21.643755548298422,1.6193945795132567,4852.219681182529,Irregular
17.351198981164806,1.3704789270896485,4546.751590976986,Irregular
22.56633716556678,1.4018250754575108,6452.467534470746,Elliptical
20.4853877467402,1.464199370292968,5326.74476460232,Irregular
24.843224952664446,1.481388881745079,5300.474359610828,Irregular
16.489734530613237,1.8638147718184899,5622.207144043402,Irregular
18.361689267011158,1.5259729429036497,3861.166882219231,Spiral
18.039459234339212,1.8663200386077896,6039.111787420268,Elliptical
12.682425259339407,1.4596417099457089,4924.23571346454,Elliptical
21.48060138532288,1.5393175951580453,5670.480617241213,Elliptical
21.305276360899448,0.5008996577339462,3928.1427669598443,Irregular
20.025567283212304,1.9581638373512407,3446.2412339839357,Irregular
18.827064333124266,1.6732442379489965,5817.889658025028,Spiral
12.92314628974793,1.9990050549298262,5376.409526097516,Elliptical
17.896773386173205,0.05187231090315536,4097.94844564249,Irregular
18.286427417366152,2.544187352390364,4130.336918725306,Elliptical
15.988613653891905,1.4302051859224132,6125.43478441477,Spiral
19.193571441669953,2.054091408368758,3810.588107132672,Spiral
22.020254284072692,0.9800470364372346,6642.672953255964,Spiral
29.43092950605265,1.8063869525312848,4099.379265352131,Elliptical
20.872889064159196,0.9732922184131719,5638.391925608383,Irregular
21.28775195361382,1.1881155196520974,4671.381524251015,Irregular
19.627770421169163,2.457015676933393,5603.187431082343,Spiral
10.406143923504793,1.4046587996183266,4455.885997885807,Irregular
19.867430622753915,1.6087164365898614,4837.2070939277055,Spiral
20.301151049705133,1.935033865344377,5040.919175395721,Elliptical
32.316210562426434,1.7478409439863023,3997.8125442185274,Spiral
19.038195176094387,1.5752094525717881,5740.824345420126,Elliptical
21.507736711668063,1.6824805012331128,4486.786433528415,Spiral
19.826441151473784,2.7017077926191373,4771.400084659981,Irregular
14.156609811902339,1.4711906014832072,4005.6506253914877,Irregular
25.714114072575104,1.6005495233574838,2437.6663412046896,Spiral
23.759665163433873,2.025327198003806,4808.972237399831,Irregular
23.955159735215233,2.052762966478992,7412.615421612916,Irregular
15.453062726026305,2.0935151527801903,5784.604287898024,Irregular
27.013971554680495,1.8193651110145923,4980.7396202656055,Elliptical
12.990744686038596,0.9284975436347582,4737.109170791732,Irregular
22.934285469001352,2.3167157661505478,5022.465892812046,Elliptical
30.952278129049894,0.926827303490656,5547.11911517521,Spiral
15.047318374346558,1.6513177326195165,3819.1871846911554,Irregular
17.16851135198614,1.122862074990321,6114.321694668872,Irregular
20.498256825438204,1.4679308267035038,5715.381315441244,Irregular
17.482621729419005,1.6643812051517402,5718.185725707935,Spiral
12.246682844669337,1.6606786077251365,5438.475738809727,Elliptical
20.342814874030136,1.7109603771176425,5019.6166576939895,Elliptical
14.688481431369475,2.3068556345293234,5672.86123596682,Irregular
22.36796215317591,1.72676715075699,5591.814133741378,Spiral
15.402878828830985,1.3779216823546756,4645.9592890589765,Spiral
27.749672025087698,1.9820435841441786,4426.398227103099,Spiral
16.083733538318814,2.09473524446232,5101.856295261987,Spiral
18.38969241897162,0.8861960924315038,6549.020151495188,Spiral
24.067586086848348,1.798700034924929,3760.892924346099,Elliptical
13.845678417830225,1.850586371155449,3532.4747342475603,Elliptical
21.137299673020646,1.351218248320004,5164.760841236517,Elliptical
26.53571377141214,2.18785340665581,5050.887701856018,Irregular
11.962583827193862,1.4249722064837367,5173.341664370409,Spiral
20.92316929266152,1.5627882267357711,5243.9531979085,Irregular
21.299413971242117,1.413464087858065,4776.797745365195,Spiral
23.90911435888655,1.5077895237907337,6489.863438602082,Elliptical
13.81524644560959,0.9518624565523991,3399.0960215234845,Irregular
13.397716934578618,0.7799745587028528,4171.502975219754,Elliptical
22.60970782808449,2.297252531612486,4896.745239850952,Spiral
21.48492336616593,1.076519325840836,3356.8111888458325,Spiral
21.252464251729382,1.0043038252718464,4824.1455955679285,Spiral
21.732241047484877,0.4233049431981426,6661.470165728018,Elliptical
16.599876392107547,1.1805191261552488,5020.8864882959615,Spiral
21.161268485805017,0.8384551032962508,5230.700905718683,Elliptical
21.465362366493405,2.3210075800681844,3739.8352348274198,Irregular
16.42824290986816,2.0049085446713173,4383.638591960523,Spiral
29.328872555723784,1.155924827411138,4624.803619676063,Spiral
22.36916460455894,2.6262179026721544,4682.284903243766,Spiral
14.043482513986756,1.9908827434957972,6281.643795003769,Irregular
23.28276804316915,1.3375843082456889,5557.691060725125,Spiral
15.126591648863393,0.25029714256321345,3888.5420430629683,Elliptical
23.93542301871226,2.645471286295371,5246.504778432005,Elliptical
25.79297789503702,0.805213766618202,5498.221748496785,Spiral
15.896588408241447,0.6773006265215541,6140.149038521266,Spiral
